##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_964305855.1	PRJNA224116	SAMEA116300834	CAYAVJ000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0017	latest	Contig	Major	Full	2024-11-07	EST-A-0017_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964305855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/305/855/GCF_964305855.1_EST-A-0017_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1688096	1688096	31.000000	0	46	46	NCBI RefSeq	GCF_964305855.1-RS_2024_11_08	2024-11-08	1722	1655	37	na
GCF_964305885.1	PRJNA224116	SAMEA116300828	CAYAVL000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0011	latest	Contig	Major	Full	2024-11-07	EST-A-0011_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964305885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/305/885/GCF_964305885.1_EST-A-0011_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1529516	1529516	32.000000	0	248	248	NCBI RefSeq	GCF_964305885.1-RS_2024_11_08	2024-11-08	1554	1485	29	na
GCF_964305995.1	PRJNA224116	SAMEA116300830	CAYAVU000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0013	latest	Contig	Major	Full	2024-11-07	EST-A-0013_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964305995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/305/995/GCF_964305995.1_EST-A-0013_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1686738	1686738	31.000000	0	170	170	NCBI RefSeq	GCF_964305995.1-RS_2024_11_09	2024-11-09	1779	1671	43	na
GCF_964306005.1	PRJNA224116	SAMEA116300831	CAYAVS000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0014	latest	Contig	Major	Full	2024-11-07	EST-A-0014_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/005/GCF_964306005.1_EST-A-0014_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1576801	1576801	31.000000	0	69	69	NCBI RefSeq	GCF_964306005.1-RS_2024_11_08	2024-11-08	1652	1577	35	na
GCF_964306035.1	PRJNA224116	SAMEA116300838	CAYAVX000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0021	latest	Contig	Major	Full	2024-11-07	EST-A-0021_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/035/GCF_964306035.1_EST-A-0021_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1729443	1729443	31.000000	0	24	24	NCBI RefSeq	GCF_964306035.1-RS_2024_11_08	2024-11-08	1698	1635	41	na
GCF_964306145.1	PRJNA224116	SAMEA116300835	CAYAWH000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0018	latest	Contig	Major	Full	2024-11-07	EST-A-0018_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/145/GCF_964306145.1_EST-A-0018_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1777097	1777097	31.000000	0	41	41	NCBI RefSeq	GCF_964306145.1-RS_2024_11_08	2024-11-08	1822	1753	40	na
GCF_964306185.1	PRJNA224116	SAMEA116300840	CAYAWP000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0023	latest	Contig	Major	Full	2024-11-07	EST-A-0023_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/185/GCF_964306185.1_EST-A-0023_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1745829	1745829	31.000000	0	24	24	NCBI RefSeq	GCF_964306185.1-RS_2024_11_08	2024-11-08	1743	1672	42	na
GCF_964306195.1	PRJNA224116	SAMEA116300836	CAYAWO000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0019	latest	Contig	Major	Full	2024-11-07	EST-A-0019_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/195/GCF_964306195.1_EST-A-0019_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1675206	1675206	31.500000	0	237	237	NCBI RefSeq	GCF_964306195.1-RS_2024_11_08	2024-11-08	1747	1635	35	na
GCF_964306295.1	PRJNA224116	SAMEA116300876	CAYAXA000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0059	latest	Contig	Major	Full	2024-11-07	EST-A-0059_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/295/GCF_964306295.1_EST-A-0059_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1339799	1339799	31.500000	0	202	202	NCBI RefSeq	GCF_964306295.1-RS_2024_11_08	2024-11-08	1491	1369	33	na
GCF_964306365.1	PRJNA224116	SAMEA116300883	CAYAWY000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0066	latest	Contig	Major	Full	2024-11-07	EST-A-0066_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/365/GCF_964306365.1_EST-A-0066_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1218083	1218083	31.500000	0	67	67	NCBI RefSeq	GCF_964306365.1-RS_2024_11_08	2024-11-08	1282	1212	34	na
GCF_964306375.1	PRJNA224116	SAMEA116300877	CAYAXC000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0060	latest	Contig	Major	Full	2024-11-07	EST-A-0060_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/375/GCF_964306375.1_EST-A-0060_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1491190	1491190	31.500000	0	27	27	NCBI RefSeq	GCF_964306375.1-RS_2024_11_08	2024-11-08	1517	1459	37	na
GCF_964306415.1	PRJNA224116	SAMEA116300875	CAYAXJ000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0058	latest	Contig	Major	Full	2024-11-07	EST-A-0058_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/415/GCF_964306415.1_EST-A-0058_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1217626	1217626	31.500000	0	111	111	NCBI RefSeq	GCF_964306415.1-RS_2024_11_07	2024-11-07	1293	1223	26	na
GCF_964306425.1	PRJNA224116	SAMEA116300879	CAYAXH000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0062	latest	Contig	Major	Full	2024-11-07	EST-A-0062_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/425/GCF_964306425.1_EST-A-0062_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1486372	1486372	31.500000	0	56	56	NCBI RefSeq	GCF_964306425.1-RS_2024_11_09	2024-11-09	1527	1463	38	na
GCF_964306715.1	PRJNA224116	SAMEA116300821	CAYAYK000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0004	latest	Contig	Major	Full	2024-11-07	EST-A-0004_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/715/GCF_964306715.1_EST-A-0004_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1694909	1694909	31.000000	0	105	105	NCBI RefSeq	GCF_964306715.1-RS_2024_11_08	2024-11-08	1734	1643	35	na
GCF_964306725.1	PRJNA224116	SAMEA116300865	CAYAYP000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0048	latest	Contig	Major	Full	2024-11-07	EST-A-0048_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/725/GCF_964306725.1_EST-A-0048_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1545156	1545156	31.500000	0	316	316	NCBI RefSeq	GCF_964306725.1-RS_2024_11_08	2024-11-08	1739	1580	41	na
GCF_964306765.1	PRJNA224116	SAMEA116300849	CAYAYR000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0032	latest	Contig	Major	Full	2024-11-07	EST-A-0032_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/765/GCF_964306765.1_EST-A-0032_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1530673	1530673	31.500000	0	61	61	NCBI RefSeq	GCF_964306765.1-RS_2024_11_08	2024-11-08	1562	1501	35	na
GCF_964306835.1	PRJNA224116	SAMEA116300850	CAYAYS000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0033	latest	Contig	Major	Full	2024-11-07	EST-A-0033_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/835/GCF_964306835.1_EST-A-0033_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1601261	1601261	31.000000	0	55	55	NCBI RefSeq	GCF_964306835.1-RS_2024_11_09	2024-11-09	1672	1593	39	na
GCF_964306855.1	PRJNA224116	SAMEA116300851	CAYAYZ000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0034	latest	Contig	Major	Full	2024-11-07	EST-A-0034_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/855/GCF_964306855.1_EST-A-0034_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1616880	1616880	31.000000	0	52	52	NCBI RefSeq	GCF_964306855.1-RS_2024_11_09	2024-11-09	1662	1603	35	na
GCF_964306865.1	PRJNA224116	SAMEA116300848	CAYAYW000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0031	latest	Contig	Major	Full	2024-11-07	EST-A-0031_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/865/GCF_964306865.1_EST-A-0031_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1763766	1763766	31.000000	0	19	19	NCBI RefSeq	GCF_964306865.1-RS_2024_11_09	2024-11-09	1792	1725	42	na
GCF_964306885.1	PRJNA224116	SAMEA116300847	CAYAZB000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0030	latest	Contig	Major	Full	2024-11-07	EST-A-0030_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/885/GCF_964306885.1_EST-A-0030_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1677681	1677681	31.000000	0	114	114	NCBI RefSeq	GCF_964306885.1-RS_2024_11_09	2024-11-09	1754	1675	34	na
GCF_964306895.1	PRJNA224116	SAMEA116300844	CAYAYY000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0027	latest	Contig	Major	Full	2024-11-07	EST-A-0027_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/895/GCF_964306895.1_EST-A-0027_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1678397	1678397	31.500000	0	29	29	NCBI RefSeq	GCF_964306895.1-RS_2024_11_09	2024-11-09	1673	1608	39	na
GCF_964306905.1	PRJNA224116	SAMEA116300853	CAYAZA000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0036	latest	Contig	Major	Full	2024-11-07	EST-A-0036_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964306905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/306/905/GCF_964306905.1_EST-A-0036_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1599602	1599602	31.500000	0	66	66	NCBI RefSeq	GCF_964306905.1-RS_2024_11_08	2024-11-08	1616	1558	33	na
GCF_964307025.1	PRJNA224116	SAMEA116300855	CAYAZK000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0038	latest	Contig	Major	Full	2024-11-07	EST-A-0038_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/025/GCF_964307025.1_EST-A-0038_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1607207	1607207	31.000000	0	20	20	NCBI RefSeq	GCF_964307025.1-RS_2024_11_08	2024-11-08	1585	1522	41	na
GCF_964307345.1	PRJNA224116	SAMEA116300822	CAYBBA000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0005	latest	Contig	Major	Full	2024-11-07	EST-A-0005_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/345/GCF_964307345.1_EST-A-0005_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1532494	1532494	31.500000	0	217	217	NCBI RefSeq	GCF_964307345.1-RS_2024_11_08	2024-11-08	1604	1499	37	na
GCF_964307395.1	PRJNA224116	SAMEA116300852	CAYBBG000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0035	latest	Contig	Major	Full	2024-11-07	EST-A-0035_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/395/GCF_964307395.1_EST-A-0035_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1565588	1565588	31.500000	0	231	231	NCBI RefSeq	GCF_964307395.1-RS_2024_11_08	2024-11-08	1601	1536	28	na
GCF_964307405.1	PRJNA224116	SAMEA116300823	CAYBBF000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0006	latest	Contig	Major	Full	2024-11-07	EST-A-0006_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/405/GCF_964307405.1_EST-A-0006_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1707101	1707101	31.500000	0	137	137	NCBI RefSeq	GCF_964307405.1-RS_2024_11_08	2024-11-08	1743	1676	41	na
GCF_964307425.1	PRJNA224116	SAMEA116300854	CAYBBH000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0037	latest	Contig	Major	Full	2024-11-07	EST-A-0037_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/425/GCF_964307425.1_EST-A-0037_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1686267	1686267	31.000000	0	67	67	NCBI RefSeq	GCF_964307425.1-RS_2024_11_08	2024-11-08	1718	1645	36	na
GCF_964307435.1	PRJNA224116	SAMEA116300842	CAYBBL000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0025	latest	Contig	Major	Full	2024-11-07	EST-A-0025_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/435/GCF_964307435.1_EST-A-0025_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1786894	1786894	31.000000	0	21	21	NCBI RefSeq	GCF_964307435.1-RS_2024_11_08	2024-11-08	1772	1718	37	na
GCF_964307455.1	PRJNA224116	SAMEA116300839	CAYBBK000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0022	latest	Contig	Major	Full	2024-11-07	EST-A-0022_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/455/GCF_964307455.1_EST-A-0022_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1751816	1751816	31.000000	0	33	33	NCBI RefSeq	GCF_964307455.1-RS_2024_11_08	2024-11-08	1745	1676	40	na
GCF_964307465.1	PRJNA224116	SAMEA116300841	CAYBBN000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0024	latest	Contig	Major	Full	2024-11-07	EST-A-0024_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/465/GCF_964307465.1_EST-A-0024_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1861930	1861930	31.000000	0	30	30	NCBI RefSeq	GCF_964307465.1-RS_2024_11_08	2024-11-08	1881	1817	41	na
GCF_964307475.1	PRJNA224116	SAMEA116300846	CAYBBU000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0029	latest	Contig	Major	Full	2024-11-07	EST-A-0029_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/475/GCF_964307475.1_EST-A-0029_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1651743	1651743	31.500000	0	114	114	NCBI RefSeq	GCF_964307475.1-RS_2024_11_08	2024-11-08	1669	1604	37	na
GCF_964307495.1	PRJNA224116	SAMEA116300843	CAYBBR000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0026	latest	Contig	Major	Full	2024-11-07	EST-A-0026_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/495/GCF_964307495.1_EST-A-0026_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1666091	1666091	31.500000	0	52	52	NCBI RefSeq	GCF_964307495.1-RS_2024_11_08	2024-11-08	1686	1619	39	na
GCF_964307555.1	PRJNA224116	SAMEA116300845	CAYBBV000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0028	latest	Contig	Major	Full	2024-11-07	EST-A-0028_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/555/GCF_964307555.1_EST-A-0028_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1730284	1730284	31.000000	0	15	15	NCBI RefSeq	GCF_964307555.1-RS_2024_11_09	2024-11-09	1727	1665	41	na
GCF_964307585.1	PRJNA224116	SAMEA116300837	CAYBCD000000000.1	na	2173	2173	Methanobrevibacter smithii	na	EST-A-0020	latest	Contig	Major	Full	2024-11-07	EST-A-0020_Methanobrevibacter_A-smithii	Estonian Genome Centre, Institute of Genomics, University of Tartu	GCA_964307585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/307/585/GCF_964307585.1_EST-A-0020_Methanobrevibacter_A-smithii	na	na	na	haploid	archaea	1794829	1794829	31.000000	0	19	19	NCBI RefSeq	GCF_964307585.1-RS_2024_11_09	2024-11-09	1775	1709	41	na
GCF_001889405.1	PRJNA224116	SAMN05756399	na	reference genome	2177	2177	Methanohalophilus halophilus	strain=Z-7982	na	latest	Complete Genome	Major	Full	2016-12-06	ASM188940v1	UBO	GCA_001889405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/405/GCF_001889405.1_ASM188940v1	na	assembly from type material	na	haploid	archaea	2022959	2022959	42.500000	1	1	1	NCBI RefSeq	GCF_001889405.1-RS_2025_11_20	2025-11-20	2102	2029	55	na
GCF_003722055.1	PRJNA224116	SAMN10345420	RJJG00000000.1	na	2177	2177	Methanohalophilus halophilus	strain=DSM 3094	na	latest	Contig	Major	Full	2018-11-12	ASM372205v1	King Abdullah University of Science and Technology (KAUST)	GCA_003722055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/722/055/GCF_003722055.1_ASM372205v1	na	assembly from type material	na	haploid	archaea	2021537	2021537	42.500000	0	10	10	NCBI RefSeq	GCF_003722055.1-RS_2025_11_30	2025-11-30	2105	2032	55	na
GCF_900106905.1	PRJNA224116	SAMN04515625	FNMU00000000.1	na	2177	2177	Methanohalophilus halophilus	strain=Z-7982	na	latest	Contig	Major	Full	2016-10-22	IMG-taxon 2642422606 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900106905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/905/GCF_900106905.1_IMG-taxon_2642422606_annotated_assembly	na	assembly from type material	na	haploid	archaea	2026562	2026562	42.500000	0	10	10	NCBI RefSeq	GCF_900106905.1-RS_2024_10_22	2024-10-22	2115	2031	64	na
GCF_017875395.1	PRJNA224116	SAMN18243379	JAGGMO000000000.1	na	2188	2188	Methanococcus voltae	strain=DSM 14649	na	latest	Contig	Major	Full	2021-04-08	ASM1787539v1	DOE Joint Genome Institute	GCA_017875395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/875/395/GCF_017875395.1_ASM1787539v1	na	na	na	haploid	archaea	1899827	1899827	29.000000	0	15	15	NCBI RefSeq	GCF_017875395.1-RS_2025_06_11	2025-06-11	1697	1648	44	na
GCF_017875565.1	PRJNA224116	SAMN18257927	JAGGMV000000000.1	na	2188	2188	Methanococcus voltae	strain=C4	na	latest	Contig	Major	Full	2021-04-08	ASM1787556v1	DOE Joint Genome Institute	GCA_017875565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/875/565/GCF_017875565.1_ASM1787556v1	na	na	na	haploid	archaea	1856223	1856223	29.000000	0	17	17	NCBI RefSeq	GCF_017875565.1-RS_2025_11_30	2025-11-30	1694	1647	44	na
GCF_017875625.1	PRJNA224116	SAMN18261343	JAGGMU000000000.1	na	2188	2188	Methanococcus voltae	strain=A2	na	latest	Contig	Major	Full	2021-04-08	ASM1787562v1	DOE Joint Genome Institute	GCA_017875625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/875/625/GCF_017875625.1_ASM1787562v1	na	na	na	haploid	archaea	1794899	1794899	29.000000	0	13	13	NCBI RefSeq	GCF_017875625.1-RS_2025_04_30	2025-04-30	1631	1581	44	na
GCF_024807655.1	PRJNA224116	SAMN18259938	JANUCR000000000.1	na	2188	2188	Methanococcus voltae	strain=C2	na	latest	Contig	Major	Full	2022-08-31	ASM2480765v1	DOE Joint Genome Institute	GCA_024807655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/807/655/GCF_024807655.1_ASM2480765v1	na	na	na	haploid	archaea	1857959	1857959	28.500000	0	18	18	NCBI RefSeq	GCF_024807655.1-RS_2025_03_09	2025-03-09	1701	1654	43	na
GCF_002287215.1	PRJNA224116	SAMN04229038	LMVO00000000.1	reference genome	2193	2193	Methanocorpusculum parvum	strain=XII	na	latest	Contig	Major	Full	2017-09-06	ASM228721v1	University of California Santa Barbara	GCA_002287215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/215/GCF_002287215.1_ASM228721v1	na	assembly from type material	na	haploid	archaea	1709133	1709133	51.500000	0	47	47	NCBI RefSeq	GCF_002287215.1-RS_2025_11_20	2025-11-20	1750	1694	53	28826405
GCF_026684035.1	PRJNA224116	SAMN31875339	na	reference genome	2199	2199	Methanogenium organophilum	strain=DSM 3596	na	latest	Complete Genome	Major	Full	2022-12-06	ASM2668403v1	National Chung Hsing University	GCA_026684035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/684/035/GCF_026684035.1_ASM2668403v1	na	assembly from type material	na	haploid	archaea	2648164	2648164	50.000000	1	1	1	NCBI RefSeq	GCF_026684035.1-RS_2024_12_09	2024-12-09	2604	2524	62	na
GCF_001571405.1	PRJNA224116	SAMD00044722	BCNX00000000.1	reference genome	2200	2200	Methanoculleus thermophilus	strain=CR-1	na	latest	Contig	Major	Full	2016-01-19	ASM157140v1	Bioproduction Research Institute, National Institute of Advanced Industrial Science and Technology (AIST)	GCA_001571405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/571/405/GCF_001571405.1_ASM157140v1	na	assembly from type material	na	haploid	archaea	2223235	2223235	59.500000	0	23	23	NCBI RefSeq	GCF_001571405.1-RS_2025_11_21	2025-11-21	2309	2232	61	27034500
